Date,ETH_Price,ETH_Returns,ENA_Price,ENA_Returns,claimed,Implied_APY
2024-04-29,3215.428955078125,-0.01451087129353712,0.9288550019264221,0.09591005656134932,128856.85401200001,0.7808
2024-04-30,3012.286865234375,-0.06317729070733402,0.814333975315094,-0.12329268440587005,149775.70748800001,0.7381
2024-05-01,2969.78466796875,-0.014109611457047588,0.7987539768218994,-0.019132197557109376,146761.267586,0.6667
2024-05-02,2988.16845703125,0.0061902767768931,0.806007981300354,0.009081650531890917,56580.027691,0.6665
2024-05-03,3103.5419921875,0.03861011747338838,0.8516759872436523,0.05665949593901165,9081122.77905905,0.7967
2024-05-04,3117.576416015625,0.004522066678476877,0.8273950219154358,-0.028509627712763108,13325850.781291911,0.8564
2024-05-05,3137.2490234375,0.006310224609351378,0.8130689859390259,-0.01731462674653861,1362129.275647574,0.8042
2024-05-06,3062.728759765625,-0.02375337855399917,0.8930699825286865,0.0983938607586492,4846310.065116192,0.8054
2024-05-07,3006.5771484375,-0.01833385054066039,0.9173129796981812,0.027145685829515598,2498214.3198395926,0.7705
2024-05-08,2973.6572265625,-0.010949302229649516,0.8740800023078918,-0.04713001815859408,1009931.80874771,0.6672
2024-05-09,3036.0205078125,0.0209719132026831,0.8934739828109741,0.02218787805678546,445496.22265356925,0.6883
2024-05-10,2909.791259765625,-0.041577205332458456,0.8490830063819885,-0.04968356917268746,1118842.6252740598,0.6585
2024-05-11,2911.60205078125,0.0006223095933592937,0.8408780097961426,-0.009663362149724408,362723.5832120903,0.6735
2024-05-12,2928.701904296875,0.005873005038939505,0.8286589980125427,-0.014531253810005307,270429.30158034223,0.6864
2024-05-13,2949.359619140625,0.007053539594945368,0.7676870226860046,-0.07357909040120647,115658.66559831683,0.703
2024-05-14,2881.157958984375,-0.023124226599441355,0.6923490166664124,-0.09813635478166294,195866.18389950992,0.6846
2024-05-15,3037.056640625,0.05410973083044013,0.7348989844322205,0.06145739611313639,59608.882299375706,0.6785
2024-05-16,2945.131103515625,-0.030267969283067964,0.6722890138626099,-0.08519534234760551,144958.06987518366,0.6583
2024-05-17,3094.11865234375,0.050587747570991715,0.720088005065918,0.07109887298125095,149782.9029354615,0.6864
2024-05-18,3122.948974609375,0.009317781735288744,0.7544739842414856,0.04775246766181018,70339.66026344834,0.7714
2024-05-19,3071.843017578125,-0.0163646468279689,0.7124289870262146,-0.055727563963045235,174730.25515905872,0.7873
2024-05-20,3663.85546875,0.19272223475749883,0.8324620127677917,0.16848419691991046,150448.6065021385,0.7843
2024-05-21,3789.312744140625,0.03424187347472718,0.8863959908485413,0.0647885155761383,545179.0586003091,0.7782
2024-05-22,3737.2177734375,-0.013747867811565229,0.8517400026321411,-0.03909763646744857,120912.96366920574,0.7949
2024-05-23,3776.92724609375,0.010625410415868064,0.8658090233802795,0.016517975796206397,79062.0650306667,0.8723
2024-05-24,3726.9345703125,-0.013236335392203924,0.8499569892883301,-0.01830892686941532,140193.6503564809,0.8214
2024-05-25,3749.236572265625,0.005984006837891798,0.9148939847946167,0.07640033122224033,84943.9840676374,0.8137
2024-05-26,3825.8974609375,0.020447066274494885,0.9208189845085144,0.006476159874663212,392178.8749318268,0.8457
2024-05-27,3892.0068359375,0.017279442451079374,0.921239972114563,0.0004571882347466083,56845.80474354034,0.8982
2024-05-28,3840.25634765625,-0.013296607756030476,0.8927929997444153,-0.03087900355089035,393464.9612703222,0.8481
2024-05-29,3763.196533203125,-0.020066320442424512,0.8386629819869995,-0.06062997556310579,36512.90822633174,0.8854
2024-05-30,3746.849609375,-0.0043438931992773044,0.8663120269775391,0.03296800453148907,75307.75208039572,0.8584
2024-05-31,3760.026611328125,0.0035168216840502087,0.8792319893836975,0.014913751632001038,20559.410958216176,0.8223
2024-06-01,3813.198974609375,0.014141485892959826,0.9115430116653442,0.03674914319745737,6884.642508,0.8128
2024-06-02,3780.89599609375,-0.00847135927884124,0.9214119911193848,0.010826674471466013,2832.558745,0.8055
2024-06-03,3766.38916015625,-0.0038368778068711418,1.0379329919815063,0.12645917568379494,221032330.37158448,0.8136
2024-06-04,3812.515869140625,0.01224693121792586,0.9771350026130676,-0.058576025464196824,454146.68662746414,0.7521
2024-06-05,3864.260986328125,0.013572433260235606,0.978996992111206,0.001905560125426975,44688.13495564194,0.7265
2024-06-06,3811.60595703125,-0.0136261576231963,0.9538059830665588,-0.025731446825309257,22099.289750230946,0.7146
2024-06-07,3678.629150390625,-0.03488734358684775,0.8850380182266235,-0.07209848340313518,463722.4075906824,0.7939
2024-06-08,3680.949951171875,0.0006308874002707299,0.830735981464386,-0.061355597888375635,19995.65358337913,0.8695
2024-06-09,3705.90380859375,0.006779189544245501,0.8304700255393982,-0.00032014494487042633,20696.331118333335,0.8219
2024-06-10,3666.717529296875,-0.010574014146293997,0.77013099193573,-0.07265648578282813,69720.17517033337,0.7598
2024-06-11,3498.33056640625,-0.04592308012417712,0.7093930244445801,-0.07886706044446357,68679.78546388824,0.8308
2024-06-12,3559.61767578125,0.01751895888957078,0.7301139831542969,0.02920941987826886,100828.14640133338,0.7671
2024-06-13,3469.28125,-0.025378125970065946,0.6964880228042603,-0.04605576817576218,23111.412704988397,0.7612
2024-06-14,3480.27197265625,0.003168011430681794,0.7110810279846191,0.02095227010739298,11660.62178661065,0.7684
2024-06-15,3565.549560546875,0.024503138996214258,0.7470499873161316,0.0505834889639194,5045.479845170257,0.7531
2024-06-16,3620.5634765625,0.015429295002475696,0.7658460140228271,0.025160333345593866,16257.145590133228,0.7373
2024-06-17,3511.37890625,-0.03015678941117861,0.6761599779129028,-0.11710713964393771,57227.9771027237,0.6987
2024-06-18,3483.681396484375,-0.007887929643914382,0.6281409859657288,-0.07101720527055433,51225.124653880106,0.7271
2024-06-19,3559.347412109375,0.021720130807989513,0.6334050297737122,0.008380353974021038,38942.78895280681,0.7131
2024-06-20,3511.0869140625,-0.013558805157003362,0.6118659973144531,-0.03400514907018337,101515.87402833333,0.7468
2024-06-21,3516.07568359375,0.0014208618736464285,0.599295973777771,-0.020543752376914748,43434.53933608664,0.758
2024-06-22,3494.8134765625,-0.006047141456727134,0.6018949747085571,0.004336756868902114,2959.7891799999998,0.6856
2024-06-23,3418.61181640625,-0.02180421377772701,0.5669490098953247,-0.0580599046040442,16295.325287491407,0.6759
2024-06-24,3350.25634765625,-0.019995095208515723,0.5589939951896667,-0.014031270126261819,47483.16137440022,0.692
2024-06-25,3395.029052734375,0.013363963957398806,0.573049008846283,0.0251434072236274,38082.67877983653,0.6708
2024-06-26,3369.477294921875,-0.007526226555239823,0.5585169792175293,-0.025359139278525067,1427546.410515,0.6799
2024-06-27,3444.800537109375,0.0223545777563241,0.5594249963760376,0.001625764645114991,43100.62094364766,0.6724
2024-06-28,3373.635986328125,-0.02065854031739267,0.5113419890403748,-0.08595076667497015,6929.860887,0.7389
2024-06-29,3372.9677734375,-0.00019806905467367741,0.4879319965839386,-0.04578147885013162,25711.799074999966,0.7339
2024-06-30,3432.88916015625,0.017765182101838528,0.5317310094833374,0.08976458442168189,39180.13192867296,0.7816
2024-07-01,3440.341552734375,0.0021708806286613314,0.505282998085022,-0.04973945646693423,17273.132001757745,0.7713
2024-07-02,3416.354736328125,-0.0069722194841920215,0.5116680264472961,0.012636539100806532,66995.57184586808,0.7534
2024-07-03,3292.916748046875,-0.03613149037734886,0.4606960117816925,-0.09961930789289597,13721.25022303293,0.8042
2024-07-04,3054.52197265625,-0.07239623520151972,0.40463998913764954,-0.12167681336604652,9232.039352086082,0.7481
2024-07-05,2981.5986328125,-0.023873895979977133,0.37745600938796997,-0.06718065559366204,18675.436104333337,0.7748
2024-07-06,3069.3779296875,0.029440346500360093,0.4123989939689636,0.09257498546029863,6681.972030333333,0.8165
